"author_id","indexed_name","surname","given_name","gender","citation_count","cited_by_count","coauthor_count","author_doc_all","authorEC_doc_CS_2018","authorEC_COA_doc_CS_2018","author_doc_CS_all_2018","author_doc_CS_all","ratiosCSEC","hindex","yearIn","yearFin","careerLength","active","affiliation_current","affiliation_name","country_affil","org_type","affil_author_count","affil_document_count","category"
"9-s2.0-16305457300","Seijas L.","Seijas","Luis E.","M",91,59,36,22,0,1,6,6,0,6,2007,2020,14,1,60007418,"Universidad De Los Andes Facultad de Ciencias","Venezuela","univ",872,2885,"external"
"9-s2.0-16318233100","Vilches-Blázquez L.","Vilches-Blázquez","Luis M.","M",120,111,27,20,0,1,14,14,0,7,2007,2018,12,1,60019176,"Instituto Politécnico Nacional","Mexico","univ",10771,22520,"external"
"9-s2.0-16416535700","Corzo Perez G.","Corzo Perez","G. A.","NA",495,402,72,33,0,1,5,5,0,9,2006,2019,14,1,60022091,"IHE Delft Institute for Water Education","Netherlands","univ",744,3415,"external"
"9-s2.0-16444589500","Redal M.","Redal","María Ana","F",687,658,169,31,0,1,1,1,0,12,1996,2017,22,1,60001563,"Universidad de Buenos Aires","Argentina","univ",17510,60990,"external"
"9-s2.0-16480813000","Negenborn R.","Negenborn","Rudy R.","M",2198,1636,169,189,0,2,96,99,0,22,2005,2020,16,1,60118236,"TU Delft - Department of Maritime and Transportation Technology","Netherlands","univ",60,311,"external"
"9-s2.0-16483470000","Hofstadter D.","Hofstadter","Douglas R.","M",2438,2429,8,15,0,1,5,6,0,7,1976,2019,44,1,60021121,"Indiana University","United States","univ",18572,99082,"external"
"9-s2.0-16507147800","Mioc D.","Mioc","Darka","F",205,184,55,59,1,1,36,37,3,7,1999,2019,21,1,60105012,"Yachay Tech","Ecuador","univ",184,444,"national"
"9-s2.0-16635777400","Garzón L.","Garzón","Luis","M",226,191,61,17,1,1,2,2,50,7,2009,2019,11,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-16745348900","DeLosAngeles D.","DeLosAngeles","Dylan","M",455,364,27,12,0,1,2,2,0,7,2007,2020,14,1,60020828,"Flinders University","Australia","univ",6911,38603,"external"
"9-s2.0-16745518500","Acosta A.","Acosta","Antonio","M",20,15,10,8,1,1,1,1,100,3,2001,2018,18,1,60105012,"Yachay Tech","Ecuador","univ",184,444,"national"
"9-s2.0-17036326100","Nožička J.","Nožička","Jiří","M",48,47,25,27,0,1,4,4,0,4,1999,2017,19,1,60013323,"Ceské vysoké ucení technické v Praze","Czech Republic","univ",7220,34818,"external"
"9-s2.0-17344582400","Udugama A.","Udugama","Asanga","M",129,122,42,20,0,1,12,16,0,6,2007,2020,14,1,60008293,"University of Bremen","Germany","univ",8181,39017,"external"
"9-s2.0-17346570900","Otón Tortosa S.","Otón Tortosa","Salvador","M",199,179,64,55,1,5,44,45,2,8,2005,2019,15,1,60027800,"Universidad de Alcala","Spain","univ",5636,21320,"external"
"9-s2.0-17435852800","Poves E.","Poves","Enrique","M",272,208,27,21,0,1,11,12,0,8,2006,2020,15,1,60027272,"University of Edinburgh","United Kingdom","univ",24182,146039,"external"
"9-s2.0-18038024600","Rosales A.","Rosales","Andrés","M",184,138,43,27,15,15,19,21,79,6,2006,2020,15,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-18038350800","Scaglia G.","Scaglia","Gustavo","M",503,305,62,67,3,6,39,43,8,11,2006,2020,15,1,60017292,"Universidad Nacional de San Juan","Argentina","univ",991,2449,"external"
"9-s2.0-18038571300","Tyrsa V.","Tyrsa","Vera V.","F",523,209,74,63,0,1,14,16,0,14,2002,2019,18,1,60027808,"Universidad Autónoma de Baja California, Campus Mexicali","Mexico","univ",684,1112,"external"
"9-s2.0-18038830600","Ulutagay G.","Ulutagay","Gözde","F",183,136,26,29,0,2,23,24,0,6,2005,2019,15,1,60104499,"İzmir Üniversitesi","Turkey","univ",127,642,"external"
"9-s2.0-18433384900","Carvalho L.","Carvalho","Luís Alfredo Vidal De","M",64,64,41,17,0,1,9,9,0,6,1999,2014,16,0,60000036,"Universidade Federal do Rio de Janeiro","Brazil","univ",32876,81879,"external"
"9-s2.0-18837061700","Martínez-González M.","Martínez-González","M. Mercedes","F",58,56,13,15,0,1,8,11,0,5,2002,2019,18,1,60024695,"Universidad de Valladolid","Spain","univ",5202,22515,"external"
"9-s2.0-19638283500","Durillo J.","Durillo","Juan J.","M",2568,1907,56,57,0,1,52,55,0,22,2007,2019,13,1,60009999,"University of Innsbruck","Austria","univ",6998,35548,"external"
"9-s2.0-20435746800","Barroso J.","Barroso","João","M",804,585,200,159,0,1,117,131,0,15,1997,2020,24,1,60014519,"University of Trás-os-Montes and Alto Douro","Portugal","univ",1642,6181,"external"
"9-s2.0-20436645500","Otrok H.","Otrok","Hadi","M",1087,826,88,119,0,5,89,103,0,16,2004,2020,17,1,60104134,"Khalifa University of Science and Technology","United Arab Emirates","univ",2422,11383,"external"
"9-s2.0-20436786800","Vila-Jiménez A.","Vila-Jiménez","Antonio","M",94,93,15,6,0,1,2,2,0,4,2007,2018,12,1,60011476,"Universitat Politècnica de València","Spain","univ",9512,42807,"external"
"9-s2.0-20734981200","Nesmachnow S.","Nesmachnow","Sergio","M",874,663,132,115,0,1,90,120,0,13,1999,2020,22,1,60071612,"Universidad de la Republica","Uruguay","univ",4368,11341,"external"
"9-s2.0-22033241400","Betancur-Agudelo L.","Betancur-Agudelo","Leonardo","M",39,39,34,23,0,1,19,19,0,4,2006,2018,13,1,60046690,"Universidad Pontificia Bolivariana","Colombia","univ",1951,2882,"external"
"9-s2.0-22133620500","Badia S.","Badia","Santiago","M",1648,1032,64,78,0,1,36,44,0,24,2006,2020,15,1,60007592,"Universitat Politècnica de Catalunya","Spain","univ",10382,49043,"external"
"9-s2.0-22134975800","Jiménez E.","Jiménez","Ernesto","M",214,145,25,34,6,7,31,33,19,8,2000,2019,20,1,60028442,"Universidad Politécnica de Madrid","Spain","univ",8447,27660,"external"
"9-s2.0-22135448300","Montorio R.","Montorio","Raquel","F",96,93,19,13,0,1,2,2,0,5,2006,2019,14,1,60016809,"Universidad de Zaragoza","Spain","univ",8966,44252,"external"
"9-s2.0-22136386300","Paynabar K.","Paynabar","Kamran","M",486,378,74,42,0,1,6,6,0,13,2007,2020,14,1,60019647,"Georgia Institute of Technology","United States","univ",20814,117110,"external"
"9-s2.0-22137230600","Yevseyeva I.","Yevseyeva","Iryna","F",202,161,75,45,0,2,30,40,0,8,2008,2019,12,1,60017098,"De Montfort University","United Kingdom","univ",3233,11377,"external"
"9-s2.0-22234459200","González C.","González","Carina Soledad","F",666,578,171,113,0,3,78,84,0,14,2000,2019,20,1,60003044,"Universidad de la Laguna","Spain","univ",5218,23501,"external"
"9-s2.0-22333370800","Dias P.","Dias","Paulo","M",393,369,122,72,0,3,58,69,0,9,2001,2020,20,1,60079336,"Instituto de Engenharia Electrónica e Telemática de Aveiro","Portugal","resi",222,1539,"external"
"9-s2.0-22333475000","Carreta Dominguez D.","Carreta Dominguez","David R.","M",238,116,27,40,0,7,14,18,0,10,1989,2019,31,1,60026796,"Universidad Autónoma de Madrid","Spain","univ",15222,59308,"external"
"9-s2.0-22333507400","Domínguez S.","Domínguez","Sergio","M",48,43,41,20,0,1,13,14,0,5,1994,2019,26,1,60028442,"Universidad Politécnica de Madrid","Spain","univ",8447,27660,"external"
"9-s2.0-22333552500","Eslambolchilar P.","Eslambolchilar","Parisa","F",359,307,84,42,0,1,35,36,0,10,2004,2019,16,1,60023998,"Cardiff University","United Kingdom","univ",16496,81750,"external"
"9-s2.0-22333640600","Benavides D.","Benavides","David Eraso","M",2207,1402,136,79,0,7,60,72,0,21,2003,2020,18,1,60026051,"Alliance Manchester Business School","United Kingdom","univ",960,7407,"external"
"9-s2.0-22334087400","Jaen J.","Jaen","Javier","M",793,623,60,90,0,1,75,82,0,13,1998,2020,23,1,60011476,"Universitat Politècnica de València","Spain","univ",9512,42807,"external"
"9-s2.0-22433497800","Rabadão C.","Rabadão","Carlos","M",55,55,43,23,0,3,14,23,0,4,2003,2020,18,1,60056189,"Escola Superior de Tecnologia e Gestão de Leiria","Portugal","univ",299,1111,"external"
"9-s2.0-22733341000","Azorin-Lopez J.","Azorin-Lopez","Jorge","M",218,196,50,50,0,3,40,44,0,7,2002,2019,18,1,60010844,"Universitat d'Alacant","Spain","univ",4799,24953,"external"
"9-s2.0-22733643800","Benner P.","Benner","Peter","M",3570,2005,220,322,0,1,123,130,0,28,1997,2020,24,1,60016025,"Max-Planck-Institut für Dynamik komplexer technischer Systeme","Germany","resi",417,2360,"external"
"9-s2.0-22734077700","Gutierrez-de-Mesa J.","Gutierrez-de-Mesa","Jose Antonio","M",267,245,57,55,0,1,50,50,0,9,2001,2017,17,1,60027800,"Universidad de Alcala","Spain","univ",5636,21320,"external"
"9-s2.0-22834970100","Iturralde G.","Iturralde","Gabriel A.","M",170,149,51,16,1,1,1,1,100,5,2007,2019,13,1,60104441,"Universidad de las Americas - Ecuador","Ecuador","univ",387,662,"national"
"9-s2.0-22834990200","Klasnja P.","Klasnja","Predrag V.","M",3392,2812,123,55,0,1,28,29,0,23,2007,2019,13,1,60025778,"University of Michigan, Ann Arbor","United States","univ",51165,315332,"external"
"9-s2.0-22936684500","Carlos Antoranz J.","Carlos Antoranz","José","M",8,8,9,2,0,1,2,2,0,1,2007,2015,9,0,60028711,"Universidad Nacional de Educacion a Distancia","Spain","univ",3287,10436,"external"
"9-s2.0-22939620100","Wolpers M.","Wolpers","Martin","M",1262,1065,129,71,0,4,61,61,0,14,2003,2016,14,0,60002596,"Fraunhofer Institute for Applied Information Technology FIT","Germany","resi",459,1219,"external"
"9-s2.0-22950496500","Flores-Calero M.","Flores-Calero","Marco J.","M",170,155,15,13,3,3,11,11,27,6,2007,2017,11,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-22951634700","Rodr?guez-Labrada R.","Rodr?guez-Labrada","Roberto","M",796,382,178,56,0,1,2,4,0,17,2007,2020,14,1,60086403,"Centro para la Investigación y Rehabilitación de las Ataxias Hereditarias, Cuba","Cuba","resi",92,111,"external"
"9-s2.0-22957218500","Abad C.","Abad","Cristina L.","F",423,391,80,34,23,23,26,33,88,10,2003,2019,17,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-22978495700","Bonifaz E.","Bonifaz","Edison A.","M",124,115,4,9,1,1,1,2,100,5,2000,2019,20,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-22980175300","Lanzarini L.","Lanzarini","Laura","F",74,59,52,39,0,5,27,32,0,5,2000,2020,21,1,60110332,"Facultad de Informática, Universidad Nacional de La Plata","Argentina","coll",97,224,"external"
"9-s2.0-23006683200","Torres R.","Torres","Roldan","M",169,161,36,9,1,1,1,1,100,3,2007,2018,12,1,60114072,"Universidad Regional Amazónica Ikiam","Ecuador","univ",86,151,"national"
"9-s2.0-23007383200","Berrezueta E.","Berrezueta","E.","NA",147,120,30,18,0,1,2,3,0,7,2002,2019,18,1,60002658,"Instituto Geologico y Minero de España","Spain","resi",503,1873,"external"
"9-s2.0-23009693900","Nasreddine J.","Nasreddine","Jad","M",396,342,78,62,0,1,41,42,0,11,2002,2019,18,1,60016653,"Rheinisch-Westfälische Technische Hochschule Aachen","Germany","univ",25353,84432,"external"
"9-s2.0-23010742900","Viguria A.","Viguria","Antidio Jiménez","M",730,624,140,68,0,1,40,45,0,15,2007,2019,13,1,113011354,"Center for Advanced Aerospace Technologies","Spain",NULL,7,10,"external"
"9-s2.0-23013574600","van Landeghem H.","van Landeghem","Hendrik R.G.","M",1478,1434,76,75,0,1,31,31,0,16,1988,2019,32,1,60033316,"Universiteit Gent","Belgium","univ",21229,128462,"external"
"9-s2.0-23018220900","Addison A.","Addison","Aaron","M",92,80,51,14,0,1,1,1,0,5,2007,2019,13,1,60010261,"Washington University in St. Louis","United States","univ",13258,95360,"external"
"9-s2.0-23028016700","Lim G.","Lim","Gi Hyun","M",337,221,45,34,0,1,31,33,0,9,2007,2019,13,1,60003771,"University of Manchester","United Kingdom","univ",36364,214285,"external"
"9-s2.0-23034050600","Dalazoana R.","Dalazoana","Regiane","F",29,28,12,7,0,1,1,1,0,3,2007,2018,12,1,60015043,"Universidade Federal do Parana","Brazil","univ",15339,34595,"external"
"9-s2.0-23034393200","Hekler E.","Hekler","Eric B.","M",2532,2070,268,99,0,4,24,31,0,27,2007,2019,13,1,60030612,"University of California, San Diego","United States","univ",26566,160845,"external"
"9-s2.0-23034497400","Hernández-Orallo E.","Hernández-Orallo","Enrique","M",364,273,42,59,0,4,45,54,0,9,2004,2019,16,1,60011476,"Universitat Politècnica de València","Spain","univ",9512,42807,"external"
"9-s2.0-23037274100","Tierra A.","Tierra","Alfonso R.","M",65,45,49,17,5,5,5,6,100,5,2005,2019,15,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-23088812700","Iucolano F.","Iucolano","Ferdinando","M",1004,671,88,64,0,1,2,2,0,16,2006,2019,14,1,60023682,"STMicroelectronics","Switzerland","comp",3094,6182,"external"
"9-s2.0-23089151500","Placido T.","Placido","Tiziana","F",515,419,97,37,0,1,3,3,0,13,2007,2019,13,1,60021199,"Consiglio Nazionale delle Ricerche","Italy","resi",15553,75813,"external"
"9-s2.0-23090077000","Cocea M.","Cocea","Mihaela","F",601,471,96,87,0,1,71,80,0,14,2006,2020,15,1,60025475,"University of Portsmouth","United Kingdom","univ",4342,21431,"external"
"9-s2.0-23090235000","Angulo C.","Angulo","Cecilio","M",912,761,138,123,1,6,114,114,1,18,2000,2018,19,1,60007592,"Universitat Politècnica de Catalunya","Spain","univ",10382,49043,"external"
"9-s2.0-23091487400","Montejo-Ráez A.","Montejo-Ráez","Arturo","M",564,496,36,71,0,1,68,68,0,11,2003,2018,16,1,60014586,"Universidad de Jaen","Spain","univ",2751,13126,"external"
"9-s2.0-23093484400","Díaz G.","Díaz","Gabriel","M",205,184,102,44,1,1,23,23,4,7,2004,2017,14,1,60028711,"Universidad Nacional de Educacion a Distancia","Spain","univ",3287,10436,"external"
"9-s2.0-23094195200","Hernández-Tamames J.","Hernández-Tamames","Juan Antonio Ntonio","M",962,918,203,71,0,1,18,18,0,18,2007,2019,13,1,60032114,"Erasmus MC","Netherlands","hosp",13446,74483,"external"
"9-s2.0-23097431300","Kulshreshtha K.","Kulshreshtha","Kshitij","M",24,21,14,9,0,1,4,4,0,3,2004,2018,15,1,60020238,"Universität Paderborn","Germany","univ",4447,19774,"external"
"9-s2.0-23099667100","Di Teodoro A.","Di Teodoro","Antonio Nicola","M",41,24,14,16,1,2,3,3,33,4,2012,2019,8,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-23110003000","Fernández Anta A.","Fernández Anta","Antonio","M",2180,1756,169,176,0,3,161,161,0,22,1994,2018,25,1,60108460,"IMDEA Networks Institute","Spain","resi",68,588,"external"
"9-s2.0-23110642600","Ocampo-Martinez C.","Ocampo-Martinez","Carlos","M",1581,1048,171,201,0,2,51,64,0,20,2003,2020,18,1,60007592,"Universitat Politècnica de Catalunya","Spain","univ",10382,49043,"external"
"9-s2.0-23135124500","Nores M.","Nores","Martín López","M",90,90,31,19,0,1,9,11,0,4,2004,2019,16,1,60026134,"Universidade de Vigo","Spain","univ",5303,26158,"external"
"9-s2.0-23388260400","Buman M.","Buman","Matthew P.","M",2870,2389,352,135,0,1,10,10,0,27,2008,2020,13,1,60003892,"Arizona State University","United States","univ",19918,113671,"external"
"9-s2.0-23390052100","Martens M.","Martens","Maren","F",40,38,7,10,0,1,9,9,0,3,2004,2013,10,0,100547488,"Axxom Software AG","Germany",NULL,4,7,"external"
"9-s2.0-23390477100","Quintero L.","Quintero","Lersi","NA",11,11,10,2,0,1,2,2,0,1,2007,2016,10,0,60026438,"Universidad Simón Bolívar","Venezuela","univ",3245,9895,"external"
"9-s2.0-23390772000","Viola J.","Viola","Julio César","M",316,226,38,50,6,7,11,11,55,10,2005,2018,14,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-23392208400","Caparrini F.","Caparrini","Fernando Sancho","M",11,11,17,9,0,1,6,7,0,3,2007,2019,13,1,60033284,"University of Seville","Spain","univ",11245,51621,"external"
"9-s2.0-23392350500","Iosup A.","Iosup","Alexandru","M",3435,2727,235,142,0,2,120,134,0,27,2005,2019,15,1,60008734,"Vrije Universiteit Amsterdam","Netherlands","univ",13780,77910,"external"
"9-s2.0-23393559900","Pérez-Sanagustín M.","Pérez-Sanagustín","Mar","F",901,700,124,86,1,14,65,74,2,18,2009,2020,12,1,60029681,"Pontificia Universidad Católica de Chile","Chile","univ",14616,40686,"external"
"9-s2.0-23393836400","Rodríguez N.","Rodríguez","Nibaldo","M",317,278,39,65,0,4,48,49,0,10,1999,2019,21,1,60023520,"Pontificia Universidad Católica de Valparaíso","Chile","univ",2761,7386,"external"
"9-s2.0-23393955200","Realpe M.","Realpe","Miguel","M",21,17,22,10,5,5,5,7,100,3,2007,2020,14,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-23395751500","Cachero Castro C.","Cachero Castro","Cristina","F",431,374,81,46,0,3,40,42,0,10,2000,2019,20,1,60010844,"Universitat d'Alacant","Spain","univ",4799,24953,"external"
"9-s2.0-23395875300","Crawford B.","Crawford","Broderick","M",1399,582,213,295,0,4,246,265,0,19,2006,2020,15,1,60023520,"Pontificia Universidad Católica de Valparaíso","Chile","univ",2761,7386,"external"
"9-s2.0-23396411200","García-Dorado J.","García-Dorado","José Luis","M",252,186,99,37,0,1,32,35,0,8,2007,2020,14,1,60026796,"Universidad Autónoma de Madrid","Spain","univ",15222,59308,"external"
"9-s2.0-23397322800","Joya G.","Joya","Gonzalo","M",618,527,55,74,0,1,50,58,0,9,1991,2020,30,1,60003662,"Universidad de Malaga","Spain","univ",6598,26659,"external"
"9-s2.0-23397538000","Kounev S.","Kounev","Samuel","M",1931,1255,197,176,0,1,140,163,0,25,2003,2019,17,1,60012689,"Julius-Maximilians-Universität Würzburg","Germany","univ",15998,64021,"external"
"9-s2.0-23397665500","Mesa H.","Mesa","Héctor","M",127,118,29,21,0,1,11,14,0,5,2005,2019,15,1,60016476,"Universidad de Cadiz","Spain","univ",3423,14601,"external"
"9-s2.0-23398053900","Onkarappa N.","Onkarappa","Naveen","M",42,37,5,11,0,1,10,10,0,5,2007,2015,9,0,60104040,"Centre de Visió per Computador","Spain","ngov|resi",106,893,"external"
"9-s2.0-23398521300","Urbieta M.","Urbieta","Matías Matias","M",203,153,41,33,0,2,29,33,0,7,2006,2019,14,1,60004518,"Consejo Nacional de Investigaciones Científicas y Técnicas","Argentina","resi",8568,25633,"external"
"9-s2.0-23466972200","Grilo C.","Grilo","Carlos Fernando De Almeida","M",60,49,33,25,0,1,15,22,0,5,1996,2020,25,1,60028370,"Polytechnic Institute of Leiria","Portugal","univ",497,1846,"external"
"9-s2.0-23467858700","Rusu V.","Rusu","Virginica","F",368,214,33,34,0,1,30,33,0,10,2010,2020,11,1,60019586,"Universidad de Playa Ancha","Chile","univ",338,878,"external"
"9-s2.0-23467929500","Sandberg F.","Sandberg","Frida","F",270,169,39,44,0,1,23,23,0,9,2008,2019,12,1,60029170,"Lunds Universitet","Sweden","univ",15892,119481,"external"
"9-s2.0-23469124400","Dupuy-Chessa S.","Dupuy-Chessa","Sophie","F",296,236,74,69,0,2,62,65,0,7,2001,2019,19,1,60104653,"Universite Grenoble Alpes","France","univ",14271,41918,"external"
"9-s2.0-23470671000","Pérez Medina J.","Pérez Medina","Jorge Luis","M",77,71,55,33,3,3,10,32,30,3,2007,2020,14,1,60104441,"Universidad de las Americas - Ecuador","Ecuador","univ",387,662,"national"
"9-s2.0-23473354200","Gutiérrez P.","Gutiérrez","Pedro Antonio","M",1565,1074,129,158,0,1,133,146,0,22,2006,2020,15,1,60003138,"Universidad de Cordoba","Spain","univ",5461,21528,"external"
"9-s2.0-23477233900","Gutiérrez A.","Gutiérrez","Abraham","M",1558,1472,21,25,0,1,23,23,0,7,2007,2019,13,1,60028442,"Universidad Politécnica de Madrid","Spain","univ",8447,27660,"external"
"9-s2.0-23482573200","Reyes-Bozo L.","Reyes-Bozo","Lorenzo","M",179,152,61,29,0,1,1,1,0,8,2007,2019,13,1,60105371,"Universidad Autónoma de Chile","Chile","univ",628,2800,"external"
"9-s2.0-23486553000","Nandola N.","Nandola","Naresh N.","M",249,192,26,23,0,1,9,9,0,8,2008,2018,11,1,60028673,"Siemens AG","Germany","comp",11876,27241,"external"
"9-s2.0-23490853700","Wang D.","Wang","David Yanshi","M",274,254,18,9,0,1,3,3,0,6,2008,2016,9,0,60079285,"Consolidated Edison, Inc.","United States","comp",318,299,"external"
